RA,Turma,Nome,Ano_Nascimento,Idade,Gênero,Ano ingresso,Instituição de ensino,Pedra,INDE,Cg,Cf,Ct,Numero_Avaliacoes,Rec Av1,Rec Av2,Rec Av3,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Indicado,Atingiu PV,IPV,IAN,Defasagem,Destaque IEG,Destaque IDA,Destaque IPV,Ano_Coleta_Dados
RA-485,A,Aluno-485,2012,10,Menino,2020,Escola Pública,Quartzo,"4,742","837,000",191,14,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,5","4,0","7,5",Não atendido,"1,2",Não,Não,"5,444","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-486,A,Aluno-486,2012,10,Menina,2020,Escola Pública,Ametista,"7,621","264,000",68,4,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,"10,0","9,9","7,5",Não atendido,"7,3",Não,Não,"7,222","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-487,A,Aluno-487,2012,10,Menina,2019,Rede Decisão,Topázio,"8,417","45,000",6,2,3,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,,"7,5","9,7","7,5",Não atendido,"9,6",Não,Sim,"9,333","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-488,A,Aluno-488,2012,10,Menina,2022,Escola Pública,Ametista,"7,413","351,000",92,8,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,"8,5","8,8","7,5",Não atendido,"7,3",Não,Não,"7,722","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-489,A,Aluno-489,2013,9,Menina,2022,Escola Pública,Quartzo,"5,853","743,000",176,12,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,0","7,2","7,5",Não atendido,"0,0",Não,Não,"6,500","10,000",0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-490,A,Aluno-490,2012,10,Menina,2022,Escola Pública,Ametista,"7,576","283,000",77,5,3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,"7,9","8,2","7,5",Não atendido,"7,7",Não,Sim,"8,722","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-491,A,Aluno-491,2011,11,Menino,2022,Escola Pública,Ametista,"7,461","329,000",86,7,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,"7,5","9,7","7,5",Não atendido,"7,0",Não,Não,"7,722","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-492,A,Aluno-492,2011,11,Menina,2022,Escola Pública,Ametista,"7,678","242,000",63,3,3,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,"10,0","8,8","7,5",Não atendido,"7,1",Não,Não,"8,278","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-493,B,Aluno-493,2013,9,Menina,2020,Escola Pública,Topázio,"8,306","61,000",12,1,3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,"10,0","9,4","7,5",Sem limitações,"7,2",Não,Não,"8,278","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-494,B,Aluno-494,2011,11,Menina,2022,Escola Pública,Ágata,"6,407","661,000",159,13,3,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,"6,4","8,3","5,0",Requer avaliação,"5,8",Não,Não,"6,944","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-495,B,Aluno-495,2011,11,Menino,2022,Escola Pública,Ametista,"7,857","184,000",42,6,3,Promovido de Fase,Promovido de Fase,Promovido de Fase,,"9,0","8,9","7,5",Sem limitações,"8,4",Não,Não,"8,056","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-496,B,Aluno-496,2011,11,Menino,2018,Escola Pública,Ágata,"6,683","595,000",145,12,3,Promovido de Fase,Promovido de Fase,Promovido de Fase,,"8,5","6,8","7,5",Requer avaliação,"5,7",Não,Não,"7,556","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-497,B,Aluno-497,2009,13,Menina,2016,Rede Decisão,Ágata,"6,323","678,000",163,14,3,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,,"6,9","9,2","5,0",Não indicado,"5,1",Não,Não,"5,833","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-498,B,Aluno-498,2011,11,Menina,2018,Escola Pública,Ametista,"7,700","234,000",61,9,3,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,"8,5","8,8","7,5",Sem limitações,"8,8",Não,Não,"7,556","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-499,B,Aluno-499,2012,10,Menino,2020,Escola Pública,Ametista,"7,826","196,000",46,7,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,"8,5","10,0","7,5",Sem limitações,"8,2",Não,Não,"7,444","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-500,B,Aluno-500,2012,10,Menina,2020,Escola Pública,Topázio,"8,232","75,000",16,3,3,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,,"9,0","10,0","7,5",Sem limitações,"9,5",Sim,Não,"7,889","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-501,B,Aluno-501,2013,9,Menino,2021,Escola Pública,Ametista,"7,794","201,000",48,8,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,"8,5","8,8","7,5",Sem limitações,"6,8",Não,Não,"7,333","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-502,B,Aluno-502,2014,8,Menina,2021,Rede Decisão,Topázio,"8,287","62,000",13,2,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,"9,5","9,7","7,5",Sem limitações,"7,4",Não,Não,"7,778","10,000",1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-503,B,Aluno-503,2012,10,Menino,2020,Escola Pública,Ametista,"7,950","155,000",38,5,3,Promovido de Fase,Promovido de Fase,Promovido de Fase,,"8,5","10,0","7,5",Sem limitações,"8,8",Não,Não,"7,500","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-504,B,Aluno-504,2013,9,Menina,2021,Escola Pública,Topázio,"8,072","124,000",29,4,3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,"8,5","8,9","7,5",Sem limitações,"8,0",Não,Não,"7,556","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-505,B,Aluno-505,2011,11,Menina,2019,Escola Pública,Ametista,"7,591","276,000",73,10,3,Promovido de Fase,Promovido de Fase,Promovido de Fase,,"9,5","8,0","7,5",Sem limitações,"8,4",Não,Não,"7,556","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-506,B,Aluno-506,2010,12,Menino,2020,Escola Pública,Ametista,"7,132","446,000",113,11,3,Promovido de Fase,Promovido de Fase,Promovido de Fase,,"9,5","7,3","7,5",Sem limitações,"7,2",Não,Não,"7,278","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-507,C,Aluno-507,2011,11,Menina,2021,Escola Pública,Ametista,"7,653","254,000",66,4,3,Promovido de Fase,Promovido de Fase,Promovido de Fase,,"8,5","10,0","7,5",Não atendido,"7,4",Não,Não,"7,222","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-508,C,Aluno-508,2012,10,Menino,2022,Escola Pública,Ágata,"6,575","636,000",155,10,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,"8,0","7,4","7,5",Não atendido,"4,5",Não,Não,"7,556","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-509,C,Aluno-509,2010,12,Menina,2018,Escola Pública,Ametista,"7,808","199,000",47,3,3,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,,"9,0","8,2","7,5",Não atendido,"9,2",Sim,Não,"7,833","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-510,C,Aluno-510,2010,12,Menino,2022,Escola Pública,Ametista,"7,336","379,000",98,6,3,Promovido de Fase,Promovido de Fase,Promovido de Fase,,"8,0","9,3","7,5",Não atendido,"7,1",Não,Não,"7,056","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-511,C,Aluno-511,2012,10,Menina,2022,Escola Pública,Ametista,"7,094","458,000",117,7,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,"8,0","10,0","7,5",Não atendido,"5,3",Não,Não,"7,056","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-512,C,Aluno-512,2012,10,Menina,2022,Escola Pública,Ametista,"7,365","374,000",97,5,3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,"9,0","9,3","7,5",Não atendido,"6,2",Não,Não,"7,722","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-513,C,Aluno-513,2013,9,Menino,2021,Escola Pública,Topázio,"8,229","77,000",17,2,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,"9,0","9,6","5,6",Requer avaliação,"8,3",Não,Não,"7,778","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-514,C,Aluno-514,2013,9,Menina,2022,Escola Pública,Ametista,"7,039","476,000",123,8,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,"8,0","9,7","7,5",Não atendido,"4,8",Não,Não,"5,889","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-515,C,Aluno-515,2010,12,Menino,2022,Escola Pública,Ágata,"6,582","631,000",154,9,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,"8,0","6,3","7,5",Não atendido,"5,8",Não,Não,"7,556","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-516,C,Aluno-516,2013,9,Menino,2019,Rede Decisão,Topázio,"8,903","8,000",2,1,3,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,,"10,0","9,7","7,5",Não atendido,"9,9",Não,Não,"8,056","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-517,D,Aluno-517,2010,12,Menina,2017,Escola Pública,Ametista,"7,604","271,000",70,8,3,Promovido de Fase,Promovido de Fase,Promovido de Fase,,"6,9","9,5","7,5",Não atendido,"7,7",Não,Não,"7,833","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-518,D,Aluno-518,2012,10,Menino,2022,Escola Pública,Ametista,"7,661","251,000",65,7,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,0","9,4","7,5",Não atendido,"7,5",Não,Não,"7,500","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-519,D,Aluno-519,2013,9,Menino,2022,Escola Pública,Ametista,"8,000","144,000",36,5,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"7,4","9,6","7,5",Não atendido,"7,5",Não,Não,"7,333","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-520,D,Aluno-520,2011,11,Menina,2022,Escola Pública,Ametista,"7,035","478,000",125,10,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"10,0","6,8","7,5",Não atendido,"6,8",Não,Não,"7,278","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-521,D,Aluno-521,2013,9,Menino,2022,Escola Pública,Ametista,"7,725","228,000",59,6,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,0","10,0","5,0",Requer avaliação,"6,0",Não,Não,"7,500","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-522,D,Aluno-522,2013,9,Menino,2021,Escola Pública,Topázio,"8,306","60,000",11,1,3,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,"9,5","9,1","7,5",Não atendido,"7,5",Não,Não,"8,167","10,000",0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-523,D,Aluno-523,2011,11,Menina,2022,Escola Pública,Ametista,"7,591","278,000",74,9,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"10,0","9,5","7,5",Não atendido,"6,5",Não,Não,"7,556","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-524,D,Aluno-524,2011,11,Menino,2019,Escola Pública,Ágata,"6,947","507,000",132,11,3,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,,"0,0","9,4","5,0",Requer avaliação,"9,1",Sim,Não,"8,056","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-525,D,Aluno-525,2011,11,Menina,2021,Escola Pública,Ametista,"8,013","138,000",35,4,3,Promovido de Fase,Promovido de Fase,Promovido de Fase,,"9,0","9,3","7,5",Não atendido,"8,6",Não,Não,"8,167","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-526,D,Aluno-526,2010,12,Menino,2022,Escola Pública,Topázio,"8,079","123,000",28,2,3,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,,"10,0","9,9","7,5",Não atendido,"8,0",Não,Não,"8,167","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-527,D,Aluno-527,2013,9,Menina,2022,Escola Pública,Ametista,"8,025","135,000",33,3,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"8,5","10,0","7,5",Não atendido,"6,5",Não,Não,"7,500","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-528,D,Aluno-528,2011,11,Menino,2021,Escola Pública,Quartzo,"5,335","798,000",183,13,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"0,0","6,2","7,5",Não atendido,"4,0",Não,Não,"6,944","5,000",-1,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-529,D,Aluno-529,2010,12,Menino,2020,Escola Pública,Ágata,"6,510","643,000",156,12,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"8,5","8,9","5,0",Requer avaliação,"5,2",Não,Não,"6,556","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-530,E,Aluno-530,2012,10,Menino,2019,Escola Pública,Topázio,"8,338","56,000",9,1,3,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,,"10,0","9,0","7,5",Não atendido,"8,9",Sim,Sim,"9,056","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-531,E,Aluno-531,2012,10,Menino,2022,Escola Pública,Ametista,"8,057","132,000",31,2,3,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,,"9,5","9,8","7,5",Não atendido,"7,8",Sim,Não,"8,167","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-532,E,Aluno-532,2013,9,Menina,2022,Escola Pública,Ametista,"7,792","203,000",49,3,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,5","9,7","7,5",Não atendido,"5,5",Não,Não,"7,167","10,000",0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-533,E,Aluno-533,2012,10,Menino,2022,Escola Pública,Ágata,"6,962","499,000",130,5,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"8,5","8,8","5,6",Requer avaliação,"6,0",Não,Não,"7,333","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-534,E,Aluno-534,2010,12,Menina,2021,Escola Pública,Ametista,"7,131","447,000",114,4,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,"9,0","7,4","7,5",Não atendido,"7,1",Não,Não,"7,333","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-535,F,Aluno-535,2012,10,Menina,2019,Escola Pública,Ágata,"6,953","504,000",131,6,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"9,0","9,2","7,5",Sem limitações,"5,1",Não,Não,"6,917","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-536,F,Aluno-536,2012,10,Menina,2020,Escola Pública,Ametista,"7,106","454,000",116,4,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"9,5","8,9","5,6",Sem limitações,"6,0",Não,Não,"7,750","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-537,F,Aluno-537,2012,10,Menino,2022,Escola Pública,Ágata,"6,641","612,000",147,7,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"9,5","9,0","4,4",Requer avaliação,"4,8",Não,Não,"7,167","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-538,F,Aluno-538,2009,13,Menino,2022,Escola Pública,Ágata,"6,309","684,000",164,8,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"8,5","7,5","5,6",Requer avaliação,"6,8",Não,Não,"5,583","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-539,F,Aluno-539,2011,11,Menina,2022,Escola Pública,Ametista,"7,665","249,000",64,1,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"8,5","9,3","6,9",Sem limitações,"7,5",Não,Sim,"8,417","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-540,F,Aluno-540,2012,10,Menina,2019,Escola Pública,Ametista,"7,303","390,000",101,2,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"8,5","9,5","5,6",Sem limitações,"7,0",Não,Não,"7,500","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-541,F,Aluno-541,2008,14,Menino,2022,Escola Pública,Quartzo,"5,427","793,000",182,10,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"10,0","7,8","6,9",Sem limitações,"2,5",Não,Não,"5,000","2,500",-3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-542,F,Aluno-542,2011,11,Menina,2019,Escola Pública,Ametista,"7,221","419,000",107,3,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"8,0","9,8","6,3",Sem limitações,"6,5",Não,Não,"7,417","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-543,F,Aluno-543,2012,10,Menina,2022,Escola Pública,Ametista,"7,050","471,000",121,5,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"8,5","9,8","4,4",Sem limitações,"6,5",Não,Não,"7,167","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-544,F,Aluno-544,2012,10,Menino,2022,Escola Pública,Ágata,"6,307","686,000",165,9,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"9,5","9,7","5,6",Requer avaliação,"3,3",Não,Não,"6,000","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-545,G,Aluno-545,2009,13,Menino,2018,Escola Pública,Ágata,"6,723","580,000",142,6,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"9,5","6,6","7,5",Sem limitações,"5,5",Não,Não,"7,500","5,000",-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-546,G,Aluno-546,2011,11,Menina,2021,Escola Pública,Ágata,"6,770","564,000",138,5,2,Promovido de Fase,Promovido de Fase,Não avaliado,,"9,0","7,9","5,0",Não indicado,"5,6",Não,Não,"7,917","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-547,G,Aluno-547,2011,11,Menina,2019,Escola Pública,Ametista,"7,745","218,000",56,1,2,Promovido de Fase,Promovido de Fase,Não avaliado,,"9,5","9,7","5,0",Não indicado,"7,6",Não,Sim,"8,833","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-548,G,Aluno-548,2010,12,Menino,2019,Escola Pública,Ametista,"7,292","396,000",104,2,2,Mantido na Fase atual,Promovido de Fase,Não avaliado,,"8,0","9,1","6,9",Sem limitações,"7,2",Não,Não,"7,583","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022
RA-549,G,Aluno-549,2012,10,Menino,2021,Escola Pública,Ágata,"6,301","688,000",166,9,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"10,0","7,9","6,9",Sem limitações,"4,2",Não,Não,"6,167","5,000",-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
RA-550,G,Aluno-550,2010,12,Menina,2022,Escola Pública,Ágata,"6,026","724,000",172,10,2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,,"9,0","9,0","6,9",Sem limitações,"1,9",Não,Não,"6,250","5,000",-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022
